Crop,Year,Avg_temp (C?),Avg_Humidity,Avg_Rainfall(mm),Season,Fertilizer,Nitrogen (Kg/ha,Phosphorus (Kg/ha),Potassium(Kg/ha),pH,Soil Type,Seed Rate (kg/ha),Crop Yield (kg/ha),Area (ha),Pesticides,Pesticides Rate (ml/ha),Herbicides,Herbicides Rate (ml/ha),seed_type
Rice,2000,26.23,80.83,189.3,Rainy,NPK 2-1-1,50,30,30,4.1,clay,50,6050,1,Vetox 85,1680,RiceForce (oxadiazon),4000,Gawal-R1
Rice,2016,27.41,83.66,166.6,Rainy,NPK 2-1-1,50,30,30,4.9,clay,50,3250,1,Nogos 50,30,POWERFORCE (Atrazine + Paraquat),4500,Faro-54
Rice,2000,27.37,80.08,209,Rainy,NPK 2-1-1,50,30,30,6.4,sandy,50,4500,1,Nogos 50,30,ATALAR,1500,Faro-54
Maize,2011,27.56,83.93,184.5,Rainy,NPK 2-1-1,120,60,50,6.2,clay,25,2900,1,Vetox 85,1680,ATRAFORCE (ATRAZINE),4500,DK-234
Rice,2000,26.6,80.52,240,Rainy,NPK 2-1-1,50,30,30,4.1,loamy,50,3600,1,Vetox 85,1680,ATRAFORCE (ATRAZINE),3500,Faro-44
Maize,2014,27.24,84.91,140.6,Rainy,NPK 2-1-1,120,60,50,5.2,sandy,25,3050,1,Vetox 85,1680,ATALAR,2000,DK-777
Rice,2016,26.69,81.42,197.7,Rainy,NPK 2-1-1,50,30,30,5.9,clay,50,3090,1,Nogos 50,30,ATALAR,1800,Faro-55
Rice,2003,27.57,81.68,119.3,Rainy,NPK 2-1-1,50,30,30,5.2,loamy,50,8900,1,Vetox 85,1680,BUTACHLOR,3000,Gawal-R1
Maize,2016,26.98,83.82,171.7,Rainy,NPK 2-1-1,120,60,50,6.6,clay,25,5990,1,Nogos 50,30,PARAFORCE (PARAQUAT),2000,DK-777
Rice,2014,27.21,83.59,144.4,Rainy,NPK 2-1-1,50,30,30,5.06,loamy,50,2990,1,Vetox 85,1680,ATRAFORCE (ATRAZINE),2000,Faro-54
Maize,2021,26.82,80.19,115.1,Rainy,NPK 2-1-1,120,60,50,5.8,loamy,25,4500,1,Gammalin 20,1680,FORCE UP (GLYPHOSATE),2400,Oba-98
Maize,2020,27.33,81.92,290,Rainy,NPK 2-1-1,120,60,50,5.3,loamy,25,4900,1,Vetox 85,1680,PARAFORCE (PARAQUAT),2000,DK-234
Rice,2004,26.42,53.17,135.3,Dry,NPK 2-1-1,50,30,30,6.1,sandy,50,7500,1,Vetox 85,1680,PARAFORCE (PARAQUAT),2500,Gawal-R1
Rice,2005,26.19,51.19,160.1,Dry,NPK 2-1-1,50,30,30,6.7,loamy,50,6450,1,Nogos 50,30,GuardForce,1800,Gawal-R1
Maize,2017,27.82,52.73,151.9,Dry,NPK 2-1-1,120,60,50,4.3,loamy,25,4500,1,Gammalin 20,1680,ATALAR,2000,SC-612
Maize,2001,26.8,53.48,147.9,Dry,NPK 2-1-1,120,60,50,4.9,loamy,25,5700,1,Gammalin 20,1680,Bispyribac Sodium,300,DK-234
Maize,2020,27.96,53.89,192.6,Dry,NPK 2-1-1,120,60,50,4.7,clay,25,3500,1,Gammalin 20,1680,FORCE UP (GLYPHOSATE),2600,DK-234
